No,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
369,193532,G. Medel,30,Chile,81,81,Be?ikta? JK,€13M,56,Right,3,4,3,Medium/ High,RCB,17,11-Aug-17,2020,5'7,143lbs,50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,84,83,59,89,84,58,72,58,78,80,84,79,14,7,9,6,6
370,193348,X. Shaqiri,26,Switzerland,81,81,Liverpool,€19M,130,Left,3,4,5,Medium/ Medium,CAM,23,13-Jul-18,2023,5'7,159lbs,78,71,45,81,76,86,88,84,80,84,84,77,84,80,91,87,52,75,73,84,61,55,74,81,65,82,35,49,48,13,12,12,11,11
371,193165,J. Corona,25,Mexico,81,83,FC Porto,€21.5M,18,Right,3,5,5,Medium/ Low,RM,17,31-Aug-15,2020,5'8,137lbs,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,67,45,45,80,77,68,85,52,40,31,11,6,10,14,9
372,193105,A. Areola,25,France,81,85,Paris Saint-Germain,€16.5M,61,Right,2,3,1,Medium/ Medium,GK,23,1-Jul-10,2019,6'5,207lbs,20,19,14,41,16,12,16,16,32,22,54,52,53,77,58,25,59,28,80,14,26,23,17,34,25,64,11,18,12,83,78,70,77,84
373,192641,K. Vogt,26,Germany,81,82,TSG 1899 Hoffenheim,€17.5M,42,Right,2,3,2,High/ Medium,CB,22,1-Jul-16,2022,6'4,187lbs,60,50,79,79,51,67,50,62,83,71,66,82,59,78,47,78,54,74,85,57,81,82,55,67,53,78,82,80,78,6,13,8,7,14
374,191740,Ander Herrera,28,Spain,81,81,Manchester United,€17.5M,140,Right,3,4,3,High/ High,CM,21,26-Jun-14,2019,6'0,154lbs,74,71,58,83,65,77,80,65,79,82,75,68,79,82,78,75,61,87,67,69,86,86,78,78,79,84,78,80,77,9,12,15,9,8
375,190972,E. Salvio,27,Argentina,81,81,SL Benfica,€18.5M,19,Right,2,4,4,High/ Medium,RW,18,1-Jul-12,2019,5'8,170lbs,78,77,73,75,72,85,79,64,72,84,89,87,83,80,76,80,87,85,63,76,69,60,83,76,75,81,49,60,56,9,11,9,5,14
376,190813,S. El Shaarawy,25,Italy,81,82,Roma,€21M,77,Right,3,3,5,High/ Medium,LM,92,26-Jan-16,2020,5'10,159lbs,74,78,51,74,79,84,83,63,57,86,86,87,85,72,81,74,60,68,54,74,54,36,78,73,67,72,59,30,25,5,3,5,5,3
377,189881,C. Smalling,28,England,81,82,Manchester United,€16M,130,Right,3,3,2,Medium/ High,RCB,12,1-Jul-10,2019,6'4,179lbs,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,49,52,67,81,82,80,10,15,16,15,15
378,189362,Hulk,31,Brazil,81,81,Shanghai SIPG FC,€15.5M,25,Left,4,3,4,High/ Medium,RCM,10,1-Jul-17,2020,5'11,187lbs,76,81,69,78,73,82,78,81,72,79,81,80,69,82,59,94,69,86,92,90,83,48,82,75,78,75,50,41,28,6,10,7,11,12
379,189358,S. Kagawa,29,Japan,81,81,Borussia Dortmund,€17.5M,65,Right,3,4,4,High/ Medium,CAM,23,31-Aug-14,2020,5'9,150lbs,65,76,48,83,76,86,74,63,72,83,74,60,87,81,88,54,65,82,39,55,30,59,80,80,80,83,56,53,49,11,9,8,9,13
380,188988,M. Lanzini,25,Argentina,81,85,West Ham United,€23M,90,Right,2,3,4,Medium/ Medium,CAM,10,1-Jul-16,2020,5'6,130lbs,74,70,56,80,61,87,76,76,78,86,84,78,86,73,89,75,75,73,39,76,48,27,73,79,73,77,27,36,25,14,9,6,7,15
381,187491,F. Smolov,28,Russia,81,81,Lokomotiv Moscow,€18.5M,1,Right,1,4,4,High/ Medium,ST,11,9-Aug-18,2022,6'2,176lbs,56,84,70,77,79,77,78,69,62,78,88,85,75,74,66,80,67,74,75,81,67,32,84,75,74,73,26,28,24,16,9,16,15,10
382,187072,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,€18M,43,Right,2,4,4,Medium/ Medium,CF,13,1-Jul-15,2021,5'11,176lbs,76,79,64,85,86,78,79,69,69,83,74,67,70,84,78,81,73,78,69,83,74,60,84,83,80,83,59,61,50,7,10,13,11,12
383,185239,O. Toprak,28,Turkey,81,82,Borussia Dortmund,€16M,59,Right,3,4,2,Medium/ Medium,CB,36,1-Jul-17,2021,6'1,183lbs,49,28,80,75,47,63,44,33,70,71,71,83,64,81,61,62,80,67,78,29,70,78,35,59,43,78,82,83,83,11,8,11,12,15
384,183900,D. Perotti,29,Argentina,81,81,Roma,€17.5M,84,Right,3,4,4,Medium/ Medium,LW,8,1-Jan-16,2021,5'10,154lbs,79,66,57,81,60,88,72,64,69,88,86,76,83,80,78,73,64,73,60,71,51,36,78,84,90,81,58,31,22,5,8,14,6,8
385,182494,F. Muslera,32,Uruguay,81,81,Galatasaray SK,€10M,52,Right,3,2,1,Medium/ Medium,GK,1,11-Aug-11,2021,6'3,163lbs,15,10,12,44,10,25,14,10,47,23,60,62,68,76,62,25,84,45,68,10,32,23,13,58,24,53,12,16,16,81,75,75,81,83
386,179784,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,€13M,1,Right,3,3,2,Medium/ Medium,RCB,5,31-Jul-18,2022,6'2,170lbs,58,51,83,72,45,59,38,52,64,65,52,52,60,81,61,57,78,61,78,31,78,81,51,57,56,84,82,83,81,14,6,9,10,7
387,179645,S. Kjær,29,Denmark,81,81,Sevilla FC,€14M,23,Right,3,3,2,Low/ High,RCB,4,2-Aug-17,2021,6'2,185lbs,54,55,82,73,37,46,52,69,69,71,56,65,40,73,58,78,70,76,80,41,75,79,31,49,61,69,83,82,78,6,10,13,10,15
388,177458,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,€14M,69,Right,2,4,2,Medium/ High,LCB,5,13-Jul-17,2021,6'1,176lbs,43,39,75,74,54,58,33,30,69,60,65,72,63,78,61,73,73,83,77,62,82,82,49,65,34,81,83,86,88,13,7,8,14,15
389,177326,M. Valbuena,33,France,81,81,Fenerbahçe SK,€11M,86,Right,3,3,3,High/ Medium,LM,28,17-Jun-17,2019,5'6,139lbs,82,74,48,82,76,83,82,77,77,82,81,79,86,77,92,75,60,73,37,79,52,34,76,77,68,64,38,26,34,14,12,8,6,8
390,175379,Pedro León,31,Spain,81,81,SD Eibar,€15.5M,32,Right,2,3,4,Medium/ Low,RM,21,5-Jul-16,2020,6'0,161lbs,91,76,36,83,68,84,87,85,85,85,63,63,68,76,73,84,39,65,63,80,55,43,79,82,71,71,50,46,36,11,12,10,15,16
391,173909,K. Boateng,31,Ghana,81,81,Sassuolo,€15M,65,Right,3,4,4,High/ Medium,CM,27,5-Jul-18,2021,6'1,190lbs,75,78,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,78,67,82,59,78,74,6,11,15,16,6
392,173771,L. Piszczek,33,Poland,81,81,Borussia Dortmund,€7M,57,Right,3,4,2,Medium/ Medium,RB,26,1-Jul-10,2020,6'0,174lbs,82,65,74,76,64,72,80,47,69,76,74,83,66,81,66,78,77,77,78,69,83,83,73,71,65,82,81,82,79,14,11,14,6,12
393,173221,A. Candreva,31,Italy,81,81,Inter,€15.5M,74,Right,3,4,4,Medium/ Medium,RM,87,3-Aug-16,2021,5'11,154lbs,83,73,55,78,75,82,74,71,73,83,77,78,74,78,76,87,35,86,69,82,66,67,79,77,83,73,61,63,53,10,4,14,4,14
394,172522,D. Wass,29,Denmark,81,81,Valencia CF,€17M,46,Right,2,3,4,High/ Medium,RB,18,10-Jul-18,2022,5'11,163lbs,78,74,67,82,71,80,83,85,79,81,74,76,79,80,63,86,59,90,70,77,62,75,73,81,64,73,70,74,69,11,9,10,13,13
395,170368,E. Lamela,26,Argentina,81,82,Tottenham Hotspur,€21M,105,Left,2,2,4,High/ High,RM,22,30-Aug-13,2022,6'0,176lbs,78,74,69,83,77,86,83,80,73,84,76,74,75,78,74,81,63,78,68,82,84,45,79,83,75,78,48,51,42,10,15,11,8,13
396,169595,D. Rose,27,England,81,81,Tottenham Hotspur,€14.5M,92,Left,3,3,3,Medium/ High,LB,3,1-Jul-07,2021,5'9,168lbs,82,57,62,76,64,80,64,57,66,77,79,78,69,82,76,68,75,78,72,67,87,81,68,73,57,75,77,83,84,10,11,8,13,13
397,169416,C. Vela,29,Mexico,81,81,Los Angeles FC,€17.5M,15,Left,3,2,4,High/ Low,RW,10,1-Jan-18,2022,5'10,170lbs,79,81,70,81,82,83,81,71,66,83,78,80,81,78,81,74,68,74,67,80,57,37,81,81,72,80,31,22,14,8,14,8,13,10
398,169195,Renato Augusto,30,Brazil,81,81,Beijing Sinobo Guoan FC,€16.5M,28,Right,2,4,3,Medium/ Medium,LCM,5,8-Jan-16,2021,6'1,190lbs,75,65,57,81,77,82,80,75,81,81,66,67,66,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64,6,11,16,15,8
399,167905,A. Valencia,32,Ecuador,81,81,Manchester United,€10M,120,Right,2,2,3,High/ High,RM,16,30-Jun-09,2019,5'11,183lbs,79,60,62,81,64,80,70,66,72,81,82,85,72,82,78,85,69,79,79,66,80,82,73,71,55,82,77,82,79,16,11,10,7,7
400,164835,L. Fabia?ski,33,Poland,81,81,West Ham United,€9M,70,Right,2,2,1,Medium/ Medium,GK,22,20-Jun-18,2021,6'3,183lbs,14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,52,22,63,14,12,13,79,83,70,80,84
401,162347,João Moutinho,31,Portugal,81,81,Wolverhampton Wanderers,€15M,85,Right,3,4,3,High/ Medium,RCM,28,24-Jul-18,2020,5'7,134lbs,77,74,70,83,76,79,82,79,81,82,66,59,76,75,84,76,77,78,63,80,74,72,74,80,70,86,68,72,68,13,15,15,13,13
402,161956,Borja Valero,33,Spain,81,81,Inter,€11M,74,Right,3,4,4,Medium/ Medium,CAM,20,10-Jul-17,2020,5'9,161lbs,78,67,60,89,70,85,78,76,85,88,55,52,74,81,80,72,67,69,66,70,52,70,70,86,72,83,65,66,62,5,4,10,8,7
403,159261,F. Quagliarella,35,Italy,81,81,Sampdoria,€8M,39,Right,2,4,4,Medium/ Medium,RS,27,1-Jul-16,2019,5'11,174lbs,66,84,68,76,87,76,78,78,73,81,73,67,71,81,75,87,69,66,76,89,44,26,84,77,84,81,35,21,15,6,7,5,4,4
404,159145,B. Gomis,32,France,81,81,Al Hilal,€14M,56,Right,3,3,4,High/ Low,ST,18,23-Aug-18,2020,6'0,170lbs,61,84,82,75,79,78,61,62,46,79,69,70,59,78,58,84,74,68,83,75,52,38,79,69,83,82,22,32,35,14,11,9,9,13
405,157960,Manuel Fernandes,32,Portugal,81,81,Lokomotiv Moscow,€14M,1,Right,2,4,4,High/ Medium,LM,4,1-Jul-14,2019,5'9,165lbs,79,70,59,80,69,86,79,70,80,83,83,76,82,76,76,81,74,76,71,82,68,68,75,81,73,77,62,69,68,14,14,9,16,8
406,156519,H. Herrera,28,Mexico,81,81,FC Porto,€17.5M,20,Right,3,4,3,High/ High,CM,16,1-Jul-13,2019,6'0,159lbs,63,68,59,78,59,76,67,63,75,78,71,73,66,78,70,81,66,94,73,78,83,81,81,77,64,75,83,80,67,6,10,15,7,16
407,144622,Raffael,33,Brazil,81,81,Borussia Mönchengladbach,€11M,41,Right,2,4,4,High/ Medium,CF,11,1-Jul-13,2019,5'9,152lbs,78,78,63,83,83,87,79,77,76,85,74,66,83,82,83,77,70,62,62,74,66,45,82,81,72,79,43,42,31,12,10,5,13,14
408,139068,Nani,31,Portugal,81,81,Sporting CP,€15.5M,19,Right,3,5,5,High/ Medium,LM,17,11-Jul-18,2020,5'10,150lbs,80,70,61,79,75,87,86,79,77,86,77,74,92,77,77,85,37,74,62,83,61,31,74,79,72,82,53,22,20,5,10,13,6,6
409,138412,J. Milner,32,England,81,81,Liverpool,€13.5M,120,Right,2,4,3,High/ High,CM,7,1-Jul-15,2020,5'9,154lbs,86,62,66,84,76,76,81,75,81,79,63,62,69,84,73,82,62,91,71,70,82,79,72,79,83,86,74,80,79,1,1,1,1,1
410,112316,J. Mathieu,34,France,81,81,Sporting CP,€5.5M,18,Left,3,2,2,High/ Medium,LCB,22,7-Jul-17,2019,6'2,185lbs,79,52,80,73,61,65,82,75,77,62,68,74,52,74,43,80,65,78,89,74,72,82,58,58,72,76,86,84,82,13,14,10,9,5
411,45186,Joaquín,36,Spain,81,81,Real Betis,€6M,24,Right,2,3,4,High/ Medium,LS,17,1-Sep-15,2020,5'10,165lbs,86,80,59,82,68,85,86,77,83,83,69,65,72,80,72,74,33,54,64,76,53,35,81,84,75,80,41,41,39,9,14,6,10,11
412,239207,M. Gómez,21,Uruguay,80,85,RC Celta,€20.5M,25,Right,1,3,3,Low/ Medium,ST,18,1-Jul-17,2022,6'1,185lbs,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,60,67,65,35,20,23,7,8,13,12,6
413,235790,K. Havertz,19,Germany,80,89,Bayer 04 Leverkusen,€22M,32,Left,1,5,4,Medium/ Medium,CAM,29,1-Jul-16,2022,6'2,183lbs,69,72,65,82,71,81,65,53,73,83,77,86,78,78,71,66,69,73,61,66,40,32,78,83,49,80,28,42,38,6,8,11,10,12
414,235569,T. Ndombele,21,France,80,89,Olympique Lyonnais,€22.5M,51,Right,1,3,4,High/ High,CM,17,1-Jul-18,2023,5'11,168lbs,67,59,56,82,59,86,67,63,79,84,84,76,83,79,83,80,63,78,78,70,81,73,70,79,60,84,69,73,69,8,10,13,8,7
415,234906,H. Aouar,20,France,80,90,Olympique Lyonnais,€23.5M,51,Right,1,4,4,High/ Medium,LM,8,1-Jul-16,2023,5'9,154lbs,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,69,66,73,84,63,82,64,64,63,14,6,11,7,10
416,234153,Carlos Soler,21,Spain,80,87,Valencia CF,€21M,31,Right,1,4,4,Medium/ Medium,RM,8,1-Jul-15,2021,5'11,168lbs,80,74,56,84,66,79,69,82,79,82,75,77,75,80,70,77,59,78,65,73,49,68,77,83,73,76,60,65,56,6,14,7,13,11
417,234035,Odriozola,22,Spain,80,88,Real Madrid,€18.5M,115,Right,1,3,3,High/ Medium,RB,19,5-Jul-18,2024,5'9,146lbs,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,63,75,68,63,62,69,83,79,80,11,12,10,5,14
418,230977,M. Almirón,24,Paraguay,80,84,Atlanta United,€19.5M,11,Left,1,2,4,High/ High,CAM,10,1-Jan-17,2019,5'9,139lbs,71,74,43,79,75,81,74,70,70,79,90,89,86,79,64,78,46,85,52,73,65,50,74,79,64,76,43,53,49,6,9,13,13,12
419,230347,Welington Dano,30,Brazil,80,80,Cruzeiro,€10.5M,34,Left,1,4,4,Medium/ Medium,LB,5,1-Jan-18,2021,5'10,152lbs,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7
420,230234,Everton Andrão,34,Brazil,80,80,Fluminense,€4.5M,34,Right,1,4,2,High/ High,CDM,6,1-Jan-18,2021,5'10,165lbs,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77,9,9,14,15,8
421,230142,Oyarzabal,21,Spain,80,87,Real Sociedad,€21M,29,Left,1,3,3,High/ Medium,CAM,10,1-Jul-14,2024,5'11,172lbs,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,71,59,79,40,29,80,79,52,69,50,32,30,10,6,10,13,11
422,228229,F. Balbuena,26,Paraguay,80,83,West Ham United,€15.5M,80,Right,1,3,2,Medium/ Medium,RCB,4,14-Jul-18,2021,6'2,187lbs,33,31,82,71,24,47,30,34,56,56,56,65,42,77,42,71,73,76,84,34,82,80,27,45,48,74,82,82,76,9,13,15,9,15
423,227536,M. Marega,27,Mali,80,80,FC Porto,€16M,19,Right,2,3,2,High/ Medium,RS,11,25-Jan-16,2021,6'1,183lbs,59,80,81,68,75,62,58,37,52,65,87,88,67,76,50,86,74,91,90,74,88,26,84,65,71,71,51,34,28,14,7,13,11,11
424,226851,B. Pavard,22,France,80,86,VfB Stuttgart,€17.5M,33,Right,1,3,3,Medium/ Medium,RB,2,30-Aug-16,2021,6'1,168lbs,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,79,83,80,81,9,7,15,7,15
425,226790,W. Ndidi,21,Nigeria,80,85,Leicester City,€17M,50,Right,1,4,3,Medium/ High,LDM,25,5-Jan-17,2024,6'0,163lbs,50,50,76,74,66,74,58,58,70,75,73,73,67,79,67,82,90,92,75,74,85,84,67,67,55,74,84,84,83,13,14,7,7,13
426,226753,A. Onana,22,Cameroon,80,85,Ajax,€14.5M,14,Right,2,3,1,Medium/ Medium,GK,1,14-Jan-15,2021,6'2,205lbs,15,12,20,33,13,26,30,17,26,38,64,62,68,78,53,21,80,39,67,17,29,15,11,62,27,57,12,18,14,83,79,85,75,80
427,226226,G. Lo Celso,22,Argentina,80,86,Real Betis,€20M,72,Left,1,3,3,High/ Medium,RCM,20,,30-Jun-19,5'9,154lbs,75,73,59,81,69,81,82,72,80,82,72,75,81,77,81,79,64,80,67,75,65,65,78,81,60,79,61,67,67,10,7,10,15,14
428,224334,M. Acuña,26,Argentina,80,80,Sporting CP,€12.5M,16,Left,2,3,4,Medium/ High,LB,9,21-Jul-17,2023,5'8,152lbs,87,65,63,78,68,85,87,78,76,82,79,75,84,76,86,83,69,90,84,84,88,76,75,78,74,86,78,80,75,8,14,13,13,14
429,224293,Rúben Neves,21,Portugal,80,87,Wolverhampton Wanderers,€20.5M,59,Right,2,3,3,Medium/ Medium,LCM,5,8-Jul-17,2023,5'11,176lbs,75,61,51,84,74,73,79,83,85,80,64,64,65,77,70,83,68,78,70,83,82,75,61,83,62,83,69,74,69,16,12,10,8,10
430,221639,Mariano,24,Dominican Republic,80,85,Real Madrid,€20M,140,Right,1,4,3,High/ Medium,ST,7,29-Aug-18,2023,5'11,168lbs,50,81,82,69,70,75,76,76,51,72,84,85,79,82,72,85,92,81,79,82,86,45,79,63,75,68,41,40,34,12,14,6,8,15
431,221540,Raúl,28,Brazil,80,80,SC Braga,€12M,19,Left,1,3,2,Medium/ Medium,CB,34,1-Jul-17,2022,6'2,179lbs,56,50,86,68,49,56,37,43,62,60,52,51,59,77,52,67,85,75,85,54,88,81,46,53,51,75,78,82,76,10,9,7,13,12
432,220477,M. Caldara,24,Italy,80,86,Milan,€17.5M,73,Right,2,3,2,Medium/ High,CB,33,2-Aug-18,2023,6'2,176lbs,34,36,82,63,51,62,20,24,58,63,65,69,58,77,59,38,76,67,79,20,76,82,34,32,30,74,85,84,80,14,9,6,9,5
433,219985,M. Vecino,26,Uruguay,80,81,Inter,€14.5M,63,Right,2,3,4,High/ High,LM,15,2-Aug-17,2022,6'2,179lbs,71,61,75,83,62,84,64,58,79,84,74,69,66,83,56,78,67,81,75,77,72,76,74,81,56,81,76,77,73,4,4,4,4,4
434,219809,T. Bakayoko,23,France,80,85,Milan,€17M,85,Right,2,3,3,Medium/ Medium,LCM,14,,30-Jun-19,6'2,187lbs,55,37,71,78,36,76,51,37,75,77,67,69,64,74,57,72,76,83,80,50,87,80,60,73,45,68,71,84,82,11,15,11,14,10
435,218339,M. Dahoud,22,Germany,80,86,Borussia Dortmund,€20M,50,Right,2,4,4,High/ High,CM,19,1-Jul-17,2022,5'10,150lbs,67,60,43,83,59,85,68,53,78,83,78,67,87,79,84,83,76,89,58,78,68,76,66,81,55,60,72,64,59,14,7,9,12,11
436,216547,Rafa,25,Portugal,80,83,SL Benfica,€18.5M,17,Right,2,4,4,High/ Medium,RW,27,31-Aug-16,2021,5'8,146lbs,77,66,46,75,64,86,76,56,64,84,91,93,88,80,89,75,58,78,40,61,41,43,78,75,59,77,23,38,31,9,11,11,12,8
437,215785,K. Baldé,23,Senegal,80,85,Inter,€20M,65,Right,2,4,4,High/ Low,RM,11,,30-Jun-19,5'11,176lbs,75,78,58,76,68,83,70,52,64,85,92,92,82,76,78,78,67,73,76,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15
438,215316,G. Rulli,26,Argentina,80,85,Real Sociedad,€14M,26,Right,3,3,1,Medium/ Medium,GK,23,1-Jan-17,2022,6'2,185lbs,12,15,12,32,16,14,19,20,23,15,54,48,58,76,50,24,65,42,73,17,26,21,12,58,24,61,15,13,17,83,76,74,77,83
439,214584,F. Armani,31,Argentina,80,80,River Plate,€9M,22,Right,1,2,1,Medium/ Medium,GK,1,12-Jan-18,2022,6'2,194lbs,18,11,19,34,18,19,14,16,21,29,40,40,40,79,34,25,65,28,82,17,35,21,18,55,20,48,10,13,18,79,74,69,79,84
440,212692,Rony Lopes,22,Portugal,80,85,AS Monaco,€20M,65,Left,2,3,4,High/ Medium,RM,7,28-Aug-15,2022,5'9,150lbs,78,79,38,79,56,82,76,74,72,81,83,76,84,78,86,76,51,70,56,74,39,29,78,77,65,74,30,28,27,11,10,12,12,11
441,212623,Santi Mina,22,Spain,80,85,Valencia CF,€20M,40,Right,1,4,3,High/ Medium,LS,22,4-Jul-15,2021,5'11,170lbs,73,82,76,69,70,81,69,55,65,80,77,81,78,80,75,78,74,75,73,74,69,52,82,65,67,69,48,46,49,9,8,14,8,15
442,211748,K. Demirbay,24,Germany,80,84,TSG 1899 Hoffenheim,€19.5M,37,Left,2,4,4,Medium/ Medium,RCM,10,13-Jul-16,2022,6'0,159lbs,72,72,46,82,59,82,85,80,80,84,67,67,77,81,77,75,72,74,67,75,69,57,78,81,70,77,65,59,53,14,15,11,14,14
443,211688,Gayà,23,Spain,80,85,Valencia CF,€16.5M,33,Left,2,3,3,High/ Medium,LB,3,13-Sep-12,2023,5'8,146lbs,82,61,52,81,58,77,80,49,75,81,86,87,79,82,83,62,54,83,61,59,73,74,74,72,52,67,72,78,80,13,10,9,12,9
444,211575,André Gomes,24,Portugal,80,85,Everton,€19.5M,130,Right,3,4,4,Medium/ Medium,LDM,8,,30-Jun-19,6'2,185lbs,61,65,69,82,63,80,82,67,81,78,68,62,67,77,64,80,58,76,86,71,81,74,74,81,55,78,75,75,64,12,9,6,14,8
445,211256,N. Tagliafico,25,Argentina,80,82,Ajax,€15M,20,Left,2,2,3,High/ Medium,LB,3,5-Jan-18,2022,5'7,143lbs,75,57,73,75,38,74,61,40,67,74,85,86,79,75,79,66,90,91,63,44,78,77,67,68,46,73,78,78,78,13,9,10,15,16
446,210896,M. Sanson,23,France,80,85,Olympique de Marseille,€19.5M,47,Right,2,4,4,Medium/ Medium,RDM,8,17-Jan-17,2021,5'11,161lbs,78,74,69,80,70,77,75,70,84,79,77,74,79,80,69,79,75,79,76,73,72,77,77,82,68,75,71,73,76,6,16,16,9,9
447,209960,Pacheco,26,Spain,80,83,Deportivo Alavés,€13M,23,Left,1,2,1,Medium/ Medium,GK,1,7-Aug-15,2020,6'1,179lbs,12,16,10,24,13,13,20,20,27,14,48,42,62,77,51,21,72,43,72,15,27,26,14,45,23,59,17,16,13,79,77,68,81,81
448,208333,E. Can,24,Germany,80,85,Juventus,€19.5M,91,Right,2,4,3,High/ High,CM,23,1-Jul-18,2022,6'0,181lbs,70,60,72,81,61,76,68,65,80,81,69,73,73,78,71,81,76,85,83,75,85,81,73,79,60,74,82,81,80,14,8,8,13,11
449,208128,H. Çalhano?lu,24,Turkey,80,84,Milan,€19.5M,89,Right,3,4,4,Medium/ Medium,CAM,10,3-Jul-17,2021,5'10,168lbs,81,65,53,83,77,85,92,90,80,86,73,69,78,78,77,86,46,76,54,88,57,61,75,80,71,78,62,56,56,9,14,11,6,10
450,207862,M. Ginter,24,Germany,80,82,Borussia Mönchengladbach,€15.5M,28,Right,2,3,2,Medium/ Medium,RWB,4,4-Jul-17,2021,6'2,183lbs,68,55,85,75,53,62,44,42,70,72,55,69,55,79,49,74,65,74,81,46,69,80,55,68,67,71,82,84,77,12,10,6,8,10
451,207599,M. Keane,25,England,80,83,Everton,€15.5M,88,Right,2,3,2,Medium/ High,RCB,4,3-Jul-17,2022,6'3,181lbs,60,50,81,71,40,66,53,33,69,69,58,65,59,75,62,58,82,68,85,46,68,80,29,56,48,73,79,82,80,16,7,8,14,11
452,207439,L. Paredes,24,Argentina,80,85,,€ 0,0,Right,2,4,4,Medium/ Medium,CM,5,,,5'11,165lbs,76,55,60,84,73,78,79,78,82,82,75,69,77,74,77,82,61,79,69,80,79,72,74,82,57,74,73,75,72,9,14,6,9,10
453,206413,T. Stepanenko,28,Ukraine,80,80,Shakhtar Donetsk,€12M,1,Left,1,3,3,Medium/ High,RDM,6,1-Jul-10,2022,5'11,168lbs,63,53,69,81,56,64,60,45,77,78,71,64,60,78,73,75,71,82,76,70,88,82,54,69,52,81,79,79,77,15,13,9,14,9
454,205988,L. Shaw,22,England,80,85,Manchester United,€16.5M,96,Left,2,2,3,High/ Medium,LB,23,27-Jun-14,2023,5'11,165lbs,82,47,70,78,54,82,63,58,68,80,83,85,74,77,74,65,73,77,75,50,76,77,73,69,53,73,77,80,78,10,12,13,7,7
455,205705,Z. Feddal,28,Morocco,80,80,Real Betis,€12M,29,Left,1,2,2,Medium/ Medium,CB,4,24-Jul-17,2021,6'3,183lbs,57,40,79,76,39,56,36,38,68,67,51,62,50,68,33,67,73,64,81,56,82,81,48,47,48,69,80,83,78,13,14,12,10,8
456,205693,S. Haller,24,France,80,83,Eintracht Frankfurt,€19M,41,Right,1,2,3,High/ Medium,RS,9,1-Jul-17,2021,6'3,201lbs,40,84,80,70,79,72,52,46,35,79,68,76,68,82,53,77,80,72,91,64,74,30,84,72,88,74,36,51,46,6,7,14,7,6
457,205525,Bernard,25,Brazil,80,81,Everton,€17.5M,97,Right,2,4,4,High/ Medium,LM,20,9-Aug-18,2022,5'5,132lbs,77,71,59,76,68,82,73,69,68,84,94,86,94,80,96,76,61,68,34,65,41,42,72,77,57,71,31,39,25,6,11,13,10,12
458,205114,T. Inui,30,Japan,80,80,Real Betis,€14M,30,Right,1,4,4,Medium/ Medium,LM,8,2-Jul-18,2021,5'7,139lbs,77,70,41,76,68,88,85,65,70,82,88,77,94,76,93,72,63,76,51,77,49,44,75,74,51,76,65,39,31,11,12,11,15,8
459,205070,Portu,26,Spain,80,81,Girona FC,€17.5M,37,Right,1,4,3,Medium/ Medium,RM,9,1-Jul-16,2022,5'10,154lbs,63,81,72,83,72,82,67,64,78,83,85,80,79,67,72,77,71,83,71,75,76,68,80,77,53,69,50,61,59,14,10,15,15,13
460,204529,M. Batshuayi,24,Belgium,80,84,Valencia CF,€19.5M,105,Right,2,5,4,Medium/ Low,ST,21,,30-Jun-19,6'1,172lbs,65,82,75,64,85,78,66,46,36,80,77,76,75,79,76,81,80,66,78,75,63,23,84,62,67,81,37,26,22,9,10,16,7,15
461,204399,E. Zahavi,30,Israel,80,80,Guangzhou R&F; FC,€14.5M,24,Right,1,4,4,High/ Low,LS,7,1-Jul-16,2020,6'0,157lbs,60,83,68,78,77,81,74,78,69,83,73,72,88,78,72,79,74,74,68,76,68,38,82,81,65,74,30,41,34,13,12,13,8,16
